Periodo,PUNTAJE_ICFES,PUNTAJE_PONDERADO,ESTADO
2017-2,331.00,66.70,OPCIONADO
2017-2,330.00,66.65,OPCIONADO
2017-2,329.00,66.60,OPCIONADO
2017-2,332.00,66.55,OPCIONADO
2017-2,340.00,66.55,OPCIONADO
2017-2,332.00,66.55,OPCIONADO
2017-2,327.00,66.50,OPCIONADO
2017-2,330.00,66.40,OPCIONADO
2017-2,326.00,66.35,OPCIONADO
2017-2,335.00,66.35,OPCIONADO
2017-2,334.00,66.30,OPCIONADO
2017-2,337.00,66.30,OPCIONADO
2017-2,334.00,66.30,OPCIONADO
2017-2,335.00,66.30,OPCIONADO
2017-2,319.00,66.20,OPCIONADO
2017-2,341.00,66.20,OPCIONADO
2017-2,328.00,66.20,OPCIONADO
2017-2,337.00,66.15,OPCIONADO
2017-2,332.00,66.15,OPCIONADO
2017-2,333.00,66.10,OPCIONADO
2017-2,329.00,66.05,OPCIONADO
2017-2,335.00,66.00,OPCIONADO
2017-2,329.00,65.95,OPCIONADO
2017-2,345.00,65.95,OPCIONADO
2017-2,332.00,65.90,OPCIONADO
2017-2,328.00,65.90,OPCIONADO
2017-2,331.00,65.85,NO
2017-2,326.00,65.85,NO
2017-2,324.00,65.80,NO
2017-2,335.00,65.80,NO
2017-2,320.00,65.70,NO
2017-2,315.00,65.70,NO
2017-2,328.00,65.65,NO
2017-2,326.00,65.60,NO
2017-2,335.00,65.60,NO
2017-2,332.00,65.55,NO
2017-2,321.00,65.55,NO
2017-2,325.00,65.55,NO
2017-2,324.00,65.55,NO
2017-2,326.00,65.55,NO
2017-2,332.00,65.50,NO
2017-2,334.00,65.45,NO
2017-2,327.00,65.45,NO
2017-2,325.00,65.45,NO
2017-2,333.00,65.45,NO
2017-2,326.00,65.45,NO
2017-2,327.00,65.40,NO
2017-2,331.00,65.40,NO
2017-2,325.00,65.35,NO
2017-2,332.00,65.35,NO
2017-2,326.00,65.35,NO
2017-2,330.00,65.35,NO
2017-2,331.00,65.30,NO
2017-2,329.00,65.30,NO
2017-2,331.00,65.30,NO
2017-2,327.00,65.25,NO
2017-2,322.00,65.25,NO
2017-2,318.00,65.15,NO
2017-2,327.00,65.15,NO
2017-2,326.00,65.10,NO
2017-2,321.00,65.10,NO
2017-2,331.00,65.10,NO
2017-2,320.00,65.05,NO
2017-2,307.00,65.00,NO
2017-2,326.00,64.95,NO
2017-2,325.00,64.95,NO
2017-2,324.00,64.90,NO
2017-2,326.00,64.90,NO
2017-2,323.00,64.90,NO
2017-2,325.00,64.90,NO
2017-2,328.00,64.90,NO
2017-2,320.00,64.85,NO
2017-2,326.00,64.80,NO
2017-2,329.00,64.80,NO
2017-2,323.00,64.75,NO
2017-2,328.00,64.75,NO
2017-2,319.00,64.70,NO
2017-2,324.00,64.70,NO
2017-2,323.00,64.70,NO
2017-2,319.00,64.65,NO
2017-2,322.00,64.60,NO
2017-2,321.00,64.55,NO
2017-2,324.00,64.55,NO
2017-2,314.00,64.55,NO
2017-2,306.00,64.55,NO
2017-2,315.00,64.45,NO
2017-2,313.00,64.40,NO
2017-2,318.00,64.40,NO
2017-2,320.00,64.40,NO
2017-2,326.00,64.35,NO
2017-2,323.00,64.35,NO
2017-2,318.00,64.35,NO
2017-2,325.00,64.25,NO
2017-2,312.00,64.25,NO
2017-2,318.00,64.20,NO
2017-2,323.00,64.15,NO
2017-2,314.00,64.15,NO
2017-2,308.00,64.10,NO
2017-2,327.00,64.10,NO
2017-2,315.00,64.05,NO
2017-2,313.00,64.05,NO
2017-2,316.00,64.05,NO
2017-2,317.00,64.05,NO
2017-2,322.00,64.05,NO
2017-2,316.00,64.05,NO
2017-2,306.00,64.05,NO
2017-2,308.00,64.00,NO
2017-2,315.00,64.00,NO
2017-2,311.00,64.00,NO
2017-2,327.00,63.95,NO
2017-2,310.00,63.95,NO
2017-2,317.00,63.90,NO
2017-2,318.00,63.90,NO
2017-2,314.00,63.90,NO
2017-2,330.00,63.90,NO
2017-2,319.00,63.90,NO
2017-2,325.00,63.85,NO
2017-2,311.00,63.80,NO
2017-2,312.00,63.80,NO
2017-2,317.00,63.75,NO
2017-2,312.00,63.65,NO
2017-2,322.00,63.65,NO
2017-2,317.00,63.55,NO
2017-2,305.00,63.50,NO
2017-2,303.00,63.50,NO
2017-2,313.00,63.50,NO
2017-2,327.00,63.50,NO
2017-2,320.00,63.40,NO
2017-2,314.00,63.40,NO
2017-2,312.00,63.35,NO
2017-2,316.00,63.35,NO
2017-2,319.00,63.35,NO
2017-2,308.00,63.30,NO
2017-2,322.00,63.30,NO
2017-2,318.00,63.25,NO
2017-2,309.00,63.25,NO
2017-2,316.00,63.25,NO
2017-2,314.00,63.25,NO
2017-2,311.00,63.20,NO
2017-2,320.00,63.20,NO
2017-2,324.00,63.20,NO
2017-2,321.00,63.15,NO
2017-2,316.00,63.05,NO
2017-2,310.00,63.05,NO
2017-2,316.00,63.00,NO
2017-2,312.00,63.00,NO
2017-2,313.00,63.00,NO
2017-2,313.00,63.00,NO
2017-2,306.00,62.95,NO
2017-2,305.00,62.95,NO
2017-2,314.00,62.95,NO
2017-2,322.00,62.95,NO
2017-2,319.00,62.90,NO
2017-2,306.00,62.90,NO
2017-2,309.00,62.85,NO
2017-2,316.00,62.80,NO
2017-2,317.00,62.80,NO
2017-2,308.00,62.75,NO
2017-2,312.00,62.75,NO
2017-2,305.00,62.65,NO
2017-2,309.00,62.65,NO
2017-2,312.00,62.60,NO
2017-2,317.00,62.60,NO
2017-2,317.00,62.55,NO
2017-2,317.00,62.55,NO
2017-2,310.00,62.55,NO
2017-2,312.00,62.50,NO
2017-2,309.00,62.45,NO
2017-2,308.00,62.35,NO
2017-2,316.00,62.30,NO
2017-2,307.00,62.25,NO
2017-2,310.00,62.20,NO
2017-2,313.00,62.20,NO
2017-2,309.00,62.15,NO
2017-2,310.00,62.15,NO
2017-2,311.00,62.10,NO
2017-2,303.00,62.10,NO
2017-2,305.00,62.10,NO
2017-2,301.00,62.10,NO
2017-2,311.00,62.10,NO
2017-2,315.00,62.10,NO
2017-2,316.00,62.00,NO
2017-2,302.00,62.00,NO
2017-2,307.00,61.95,NO
2017-2,297.00,61.95,NO
2017-2,310.00,61.95,NO
2017-2,307.00,61.90,NO
2017-2,303.00,61.90,NO
2017-2,322.00,61.90,NO
2017-2,307.00,61.90,NO
2017-2,314.00,61.90,NO
2017-2,306.00,61.85,NO
2017-2,295.00,61.85,NO
2017-2,318.00,61.75,NO
2017-2,302.00,61.75,NO
2017-2,303.00,61.70,NO
2017-2,308.00,61.70,NO
2017-2,316.00,61.70,NO
2017-2,292.00,61.65,NO
2017-2,304.00,61.60,NO
2017-2,303.00,61.60,NO
2017-2,302.00,61.60,NO
2017-2,310.00,61.60,NO
2017-2,303.00,61.60,NO
2017-2,306.00,61.55,NO
2017-2,301.00,61.50,NO
2017-2,300.00,61.45,NO
2017-2,308.00,61.45,NO
2017-2,314.00,61.45,NO
2017-2,302.00,61.45,NO
2017-2,312.00,61.45,NO
2017-2,309.00,61.40,NO
2017-2,302.00,61.40,NO
2017-2,302.00,61.40,NO
2017-2,303.00,61.35,NO
2017-2,303.00,61.35,NO
2017-2,309.00,61.35,NO
2017-2,307.00,61.30,NO
2017-2,300.00,61.30,NO
2017-2,298.00,61.25,NO
2017-2,304.00,61.25,NO
2017-2,306.00,61.25,NO
2017-2,311.00,61.20,NO
2017-2,310.00,61.15,NO
2017-2,308.00,61.15,NO
2017-2,307.00,61.15,NO
2017-2,313.00,61.05,NO
2017-2,311.00,61.00,NO
2017-2,304.00,60.90,NO
2017-2,296.00,60.90,NO
2017-2,298.00,60.90,NO
2017-2,304.00,60.80,NO
2017-2,298.00,60.70,NO
2017-2,315.00,60.65,NO
2017-2,306.00,60.65,NO
2017-2,308.00,60.65,NO
2017-2,315.00,60.60,NO
2017-2,308.00,60.55,NO
2017-2,298.00,60.55,NO
2017-2,304.00,60.50,NO
2017-2,301.00,60.50,NO
2017-2,300.00,60.45,NO
2017-2,303.00,60.40,NO
2017-2,295.00,60.40,NO
2017-2,305.00,60.35,NO
2017-2,295.00,60.35,NO
2017-2,300.00,60.30,NO
2017-2,305.00,60.30,NO
2017-2,306.00,60.30,NO
2017-2,304.00,60.25,NO
2017-2,305.00,60.20,NO
2017-2,289.00,60.20,NO
2017-2,303.00,60.15,NO
2017-2,299.00,60.10,NO
2017-2,293.00,60.05,NO
2017-2,305.00,60.00,NO
2017-2,302.00,60.00,NO
2017-2,299.00,60.00,NO
2017-2,306.00,59.95,NO
2017-2,293.00,59.75,NO
2017-2,300.00,59.75,NO
2017-2,294.00,59.75,NO
2017-2,299.00,59.75,NO
2017-2,296.00,59.70,NO
2017-2,295.00,59.65,NO
2017-2,298.00,59.65,NO
2017-2,294.00,59.60,NO
2017-2,302.00,59.55,NO
2017-2,311.00,59.45,NO
2017-2,295.00,59.40,NO
2017-2,298.00,59.30,NO
2017-2,297.00,59.30,NO
2017-2,299.00,59.25,NO
2017-2,300.00,59.25,NO
2017-2,290.00,59.20,NO
2017-2,293.00,59.15,NO
2017-2,300.00,59.00,NO
2017-2,299.00,58.95,NO
2017-2,297.00,58.95,NO
2017-2,295.00,58.90,NO
2017-2,297.00,58.90,NO
2017-2,295.00,58.85,NO
2017-2,286.00,58.80,NO
2017-2,291.00,58.80,NO
2017-2,293.00,58.75,NO
2017-2,287.00,58.70,NO
2017-2,291.00,58.65,NO
2017-2,280.00,58.60,NO
2017-2,297.00,58.60,NO
2017-2,293.00,58.45,NO
2017-2,289.00,58.45,NO
2017-2,281.00,58.45,NO
2017-2,291.00,58.45,NO
2017-2,290.00,58.35,NO
2017-2,296.00,58.35,NO
2017-2,288.00,58.30,NO
2017-2,289.00,58.30,NO
2017-2,283.00,58.30,NO
2017-2,290.00,58.25,NO
2017-2,293.00,58.25,NO
2017-2,292.00,58.20,NO
2017-2,283.00,58.20,NO
2017-2,293.00,58.20,NO
2017-2,282.00,58.15,NO
2017-2,288.00,58.10,NO
2017-2,294.00,58.05,NO
2017-2,289.00,58.00,NO
2017-2,297.00,58.00,NO
2017-2,292.00,57.95,NO
2017-2,290.00,57.95,NO
2017-2,288.00,57.90,NO
2017-2,308.00,57.85,NO
2017-2,284.00,57.85,NO
2017-2,289.00,57.85,NO
2017-2,293.00,57.80,NO
2017-2,281.00,57.80,NO
2017-2,281.00,57.80,NO
2017-2,285.00,57.70,NO
2017-2,282.00,57.65,NO
2017-2,283.00,57.65,NO
2017-2,290.00,57.50,NO
2017-2,288.00,57.45,NO
2017-2,295.00,57.40,NO
2017-2,284.00,57.25,NO
2017-2,282.00,57.20,NO
2017-2,287.00,57.10,NO
2017-2,287.00,57.10,NO
2017-2,284.00,57.00,NO
2017-2,285.00,57.00,NO
2017-2,287.00,57.00,NO
2017-2,282.00,56.95,NO
2017-2,285.00,56.65,NO
2017-2,284.00,56.45,NO
2017-2,280.00,56.35,NO
2017-2,285.00,56.30,NO
2017-2,282.00,56.25,NO
2017-2,286.00,56.15,NO
2017-2,290.00,56.15,NO
2017-2,280.00,56.05,NO
2017-2,283.00,56.05,NO
2017-2,284.00,55.95,NO
2017-2,281.00,55.80,NO
2017-2,283.00,55.75,NO
2017-2,287.00,55.45,NO
2017-2,283.00,54.95,NO
2017-2,280.00,54.95,NO
